INSTNM,CITY,STABBR,ZIP,ADM_RATE,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL
California Institute of the Arts,Valencia,CA,91355-2397,0.2528,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Intercontinental University,Irvine,CA,92614-5636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California International Business University,San Diego,CA,92101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Jazz Conservatory,Berkeley,CA,94704-1268,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Lutheran University,Thousand Oaks,CA,91360-2787,0.7142,540,630,530,620,490,600,585,575,545,21,27,21,27,19,27,NULL,NULL,24,24,23,NULL,1168,1168
California Miramar University,San Diego,CA,92108,0.3143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Nurses Educational Institute,Palm Springs,CA,92264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,0.2842,620,700,620,740,NULL,NULL,660,680,NULL,26,32,26,34,26,32,NULL,NULL,29,30,29,NULL,1342,1342
California State Polytechnic University-Pomona,Pomona,CA,91768,0.5459,500,620,510,650,NULL,NULL,560,580,NULL,19,27,18,27,18,27,NULL,NULL,23,23,23,NULL,1143,1143
California State University Maritime Academy,Vallejo,CA,94590-8181,0.7621,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California State University-Bakersfield,Bakersfield,CA,93311-1099,0.8071,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California State University-Channel Islands,Camarillo,CA,93012,0.8579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California State University-Chico,Chico,CA,95929-0150,0.7233,500,600,490,590,NULL,NULL,550,540,NULL,18,24,16,23,17,24,NULL,NULL,21,20,21,NULL,1089,1089
California State University-Dominguez Hills,Carson,CA,90747-0005,0.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California State University-East Bay,Hayward,CA,94542,0.7618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California State University-Fresno,Fresno,CA,93740,0.5794,470,570,470,560,NULL,NULL,520,515,NULL,16,22,15,22,16,22,NULL,NULL,19,19,19,NULL,1030,1030
California State University-Fullerton,Fullerton,CA,92831-3599,0.5269,510,600,520,600,NULL,NULL,555,560,NULL,19,24,17,24,18,25,NULL,NULL,22,21,22,NULL,1113,1113
California State University-Long Beach,Long Beach,CA,90840-0115,0.3927,520,620,520,630,NULL,NULL,570,575,NULL,20,26,19,26,19,26,NULL,NULL,23,23,23,NULL,1146,1146
California State University-Los Angeles,Los Angeles,CA,90032-8506,0.4781,450,540,440,540,NULL,NULL,495,490,NULL,15,20,14,20,16,19,NULL,NULL,18,17,18,NULL,979,979
California State University-Monterey Bay,Seaside,CA,93955-8001,0.7528,485,600,470,570,NULL,NULL,543,520,NULL,17,23,15,23,16,22,NULL,NULL,20,19,19,NULL,1059,1059
California State University-Northridge,Northridge,CA,91330,0.5934,460,570,450,560,NULL,NULL,515,505,NULL,16,22,15,22,16,22,NULL,NULL,19,19,19,NULL,1019,1019
California State University-Sacramento,Sacramento,CA,95819-2694,0.8226,470,570,470,570,NULL,NULL,520,520,NULL,16,22,15,22,16,22,NULL,NULL,19,19,19,NULL,1035,1035
California State University-San Bernardino,San Bernardino,CA,92407-2393,0.6856,460,550,450,540,NULL,NULL,505,495,NULL,15,19,14,19,16,19,NULL,NULL,17,17,18,NULL,985,985
California State University-San Marcos,San Marcos,CA,92096-0001,0.6167,480,570,470,570,NULL,NULL,525,520,NULL,17,22,15,22,16,22,NULL,NULL,20,19,19,NULL,1043,1043
California State University-Stanislaus,Turlock,CA,95382-0299,0.8929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California Technical Academy,Riverside,CA,92507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
California University of Pennsylvania,California,PA,15419-1394,0.9713,460,560,450,540,390,490,510,495,440,17,23,15,23,16,22,NULL,NULL,20,19,19,NULL,1012,1012
California Western School of Law,San Diego,CA,92101-3046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Calumet College of Saint Joseph,Whiting,IN,46394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Calvary University,Kansas City,MO,64147-1341,0.7778,510,630,520,590,498,518,570,555,508,19,23,17,23,16,23,NULL,NULL,21,20,20,NULL,1092,1092
Calvin Theological Seminary,Grand Rapids,MI,49546-4387,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Calvin University,Grand Rapids,MI,49546,0.769,570,670,570,690,NULL,NULL,620,630,NULL,24,30,23,33,23,28,NULL,NULL,27,28,26,NULL,1264,1264
Cambridge College,Boston,MA,2129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cambridge College of Healthcare & Technology,Delray Beach,FL,33484,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cambridge College of Healthcare & Technology,Atlanta,GA,303421731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cambridge Institute of Allied Health & Technology,Altamonte Springs,FL,32701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cambridge Junior College-Yuba City,Yuba City,CA,95991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cambridge Technical Institute,San Juan,PR,918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Camden County College,Blackwood,NJ,8012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cameo Beauty Academy,Oak Lawn,IL,60453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cameo College of Essential Beauty,Murray,UT,84107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cameron University,Lawton,OK,73505-6377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Campbell University,Buies Creek,NC,27506,0.777,520,620,510,610,430,530,570,560,480,20,25,18,25,18,25,NULL,NULL,23,22,22,NULL,1132,1132
Campbellsville University,Campbellsville,KY,42718-2799,0.7006,NULL,NULL,NULL,NULL,370,470,NULL,NULL,420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Canada College,Redwood City,CA,94061-1099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Canadian Valley Technology Center,El Reno,OK,73036-9117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Canisius College,Buffalo,NY,14208-1098,0.827,510,630,520,640,NULL,NULL,570,580,NULL,20,28,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,1158,1158
Cankdeska Cikana Community College,Fort Totten,ND,58335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cannella School of Hair Design-Blue Island,Blue Island,IL,60406-2130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cannella School of Hair Design-Chicago,Chicago,IL,60617-4303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cannella School of Hair Design-Chicago,Chicago,IL,60632-2549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cannella School of Hair Design-Villa Park,Villa Park,IL,60181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Canton City Schools Adult Career and Technical Education,Canton,OH,44710,0.9375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cape Cod Community College,West Barnstable,MA,02668-1599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cape Coral Technical College,Cape Coral,FL,33993-2479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cape Fear Community College,Wilmington,NC,28401-3910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cape Girardeau Career and Technology Center,Cape Girardeau,MO,63703-7511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capella University,Minneapolis,MN,55402-3389,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capilo School of Hair Design,Augusta,ME,04330-0000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capital Area School of Practical Nursing,Springfield,IL,62712-3803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capital Community College,Hartford,CT,6103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capital University,Columbus,OH,43209-2394,0.7211,510,600,520,610,460,600,555,565,530,20,26,21,29,19,26,NULL,NULL,23,25,23,NULL,1146,1146
Capitol School of Hairstyling and Esthetics,Omaha,NE,68137-2325,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capitol Technology University,Laurel,MD,20708,0.8338,510,610,510,620,NULL,NULL,560,565,NULL,19,25,19,25,19,20,NULL,NULL,22,22,20,NULL,1124,1124
Capri Beauty College,Oak Forest,IL,60452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri Beauty College,New Lenox,IL,60451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri College-Cedar Rapids,Cedar Rapids,IA,52404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri College-Davenport,Davenport,IA,52807-3003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri College-Dubuque,Dubuque,IA,52004-0873,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri Cosmetology Learning Centers,Nanuet,NY,10954,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri Institute of Hair Design-Brick,Brick,NJ,8723,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri Institute of Hair Design-Clifton,Clifton,NJ,7011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri Institute of Hair Design-Kenilworth,Kenilworth,NJ,7033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capri Institute of Hair Design-Paramus,Paramus,NJ,7652,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Capstone College,Pasadena,CA,91103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cardiac and Vascular Institute of Ultrasound,Mobile,AL,36606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cardinal Stritch University,Milwaukee,WI,53217-3985,0.8149,480,550,500,580,NULL,NULL,515,540,NULL,18,22,17,23,17,22,NULL,NULL,20,20,20,NULL,1052,1052
Career Academy of Beauty,Garden Grove,CA,92845,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Academy of Hair Design,Springdale,AR,72764-7128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Academy of Hair Design - Fort Smith,Fort Smith,AR,729017814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Academy of Hair Design-Fayetteville,Fayetteville,AR,727014217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Academy of Hair Design-Rogers,Rogers,AR,727562102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Academy of Hair Design-Siloam Springs,Siloam Springs,AR,727614217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career and Technology Education Centers of Licking County,Newark,OH,43055-3399,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Beauty College,Lawrenceburg,TN,38464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Care Institute,Lancaster,CA,93534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Center of Southern Illinois,Red Bud,IL,62278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career College of Northern Nevada,Sparks,NV,89434-7905,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Development Institute Inc,Los Angeles,CA,90035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Networks Institute,Santa Ana,CA,92705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Quest Learning Center-Bay City Branch,Bay City,MI,48706-1234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Quest Learning Center-Mt. Pleasant,Mount Pleasant,MI,48858-4427,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Quest Learning Centers-Jackson,Jackson,MI,49201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Quest Learning Centers-Lansing,Lansing,MI,48910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career School of NY,Staten Island,NY,10301,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Technical Institute,Washington,DC,20005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Career Technology Center of Lackawanna County,Scranton,PA,18508,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Careers Institute of America,Dallas,TX,75244-4310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Careers Unlimited,Orem,UT,84058,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Caribbean Aviation Training Institute Inc,Carolina,PR,979,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Caribbean Forensic and Technical College,San Juan,PR,907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Caribbean University-Bayamon,Bayamon,PR,00960-0493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Caribbean University-Carolina,Carolina,PR,985,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Caribbean University-Ponce,Ponce,PR,00716-7733,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Caribbean University-Vega Baja,Vega Baja,PR,964,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Caris College,Jeffersonville,IN,47130-8293,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carl Albert State College,Poteau,OK,74953-5208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carl Sandburg College,Galesburg,IL,61401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carleton College,Northfield,MN,55057,0.1913,670,750,690,790,660,750,710,740,705,31,34,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,1457,1457
Carlow University,Pittsburgh,PA,15213-3165,0.9182,500,590,480,563,420,530,545,522,475,19,24,17,24,19,23,NULL,NULL,22,21,21,NULL,1072,1072
Carlson College of Massage Therapy,Anamosa,IA,52205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carnegie Institute,Troy,MI,48083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carnegie Mellon University,Pittsburgh,PA,15213-3890,0.1544,700,760,760,800,670,760,730,780,715,33,35,33,35,32,36,NULL,NULL,34,34,34,NULL,1513,1513
Carolina Christian College,Winston Salem,NC,27105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carolina College of Hair Design,Asheville,NC,28806-2711,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carolina School of Broadcasting,Charlotte,NC,28214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carolina University,Winston-Salem,NC,27101,0.2864,425,540,415,520,NULL,NULL,483,468,NULL,16,21,14,21,16,21,NULL,NULL,19,18,19,NULL,979,979
Carolinas College of Health Sciences,Charlotte,NC,28217,0.3529,460,620,510,630,NULL,NULL,540,570,NULL,21,23,20,22,18,26,NULL,NULL,22,21,22,NULL,1115,1115
Carrington College-Albuquerque,Albuquerque,NM,87107-1642,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
