overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,fireplace_qu,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,overall_qual*overall_qual,overall_qual*gr_liv_area,exter_qual*1st_flr_sf,total_bsmt_sf*kitchen_qual,mas_vnr_area,lot_area,bsmtfin_type_1,ms_zoning,lot_config,saleprice
5,24,3,4,1060.0,3,1126,1126,2.0,3,0,2.0,SFoyer,VinylSd,None,PConc,Attchd,25,5630,3378,3180.0,0.0,7400,2,RL,CulDSac,152000
5,56,3,2,381.0,5,992,992,1.0,3,0,1.0,1Story,VinylSd,None,CBlock,Detchd,25,4960,2976,1143.0,0.0,8842,1,RL,Corner,155891
6,57,3,3,768.0,5,752,1376,1.0,4,0,2.0,1.5Fin,Wd Sdng,None,PConc,Detchd,36,8256,2256,3072.0,0.0,8850,1,RL,Inside,165000
7,0,4,4,1218.0,5,1218,1218,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,8526,4872,4872.0,0.0,9215,1,FV,Inside,204500
5,12,3,3,728.0,5,888,1644,1.5,4,4,1.0,2Story,MetalSd,Stone,CBlock,Attchd,25,8220,2664,2912.0,224.0,9480,2,RL,Inside,146500
7,31,3,4,1271.0,3,1601,1601,2.0,3,3,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,49,11207,4803,3813.0,206.0,11880,5,RL,Inside,157000
7,9,3,3,1313.0,4,1313,2495,2.0,3,4,2.0,2Story,Wd Sdng,None,BrkTil,Detchd,49,17465,3939,3939.0,0.0,10800,1,RM,Inside,184000
6,3,4,4,783.0,5,807,1509,3.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,36,9054,3228,3132.0,0.0,7861,6,RL,Inside,183200
5,47,3,3,1092.0,3,1092,1092,1.5,3,1,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,25,5460,3276,3276.0,116.0,11616,2,RL,Inside,139000
7,14,4,4,1311.0,5,1325,2418,3.5,4,3,3.0,2Story,Wd Sdng,BrkFace,PConc,Attchd,49,16926,5300,5244.0,651.0,10542,6,RL,Inside,341000
6,39,3,3,483.0,3,483,987,1.5,3,0,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,36,5922,1449,1449.0,504.0,1680,3,RM,Inside,96000
4,6,3,4,1121.0,5,1121,1121,2.0,3,0,2.0,1Story,VinylSd,None,PConc,Attchd,16,4484,3363,3363.0,0.0,8546,1,RM,Corner,140000
6,14,3,3,912.0,3,1236,1236,2.0,3,0,2.0,1Story,MetalSd,None,CBlock,Attchd,36,7416,3708,2736.0,0.0,7407,6,RM,Inside,149700
5,31,3,4,1056.0,5,1074,1074,2.5,3,0,2.0,1Story,HdBoard,None,CBlock,Attchd,25,5370,3222,3168.0,0.0,10140,5,RL,Inside,153500
1,56,2,0,0.0,1,733,733,1.0,2,0,2.0,1Story,AsbShng,None,Slab,Attchd,1,733,1466,0.0,0.0,14584,0,A (agr),Inside,13100
7,5,4,4,884.0,5,884,1768,3.5,4,0,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,12376,3536,3536.0,252.0,8158,6,RL,Inside,224900
7,1,4,4,1257.0,5,1266,1266,2.0,4,3,2.0,1Story,VinylSd,None,PConc,Attchd,49,8862,5064,5028.0,0.0,7500,1,FV,Inside,176000
8,7,4,4,1683.0,5,2129,2872,2.5,4,3,2.0,1.5Fin,HdBoard,BrkFace,PConc,Attchd,64,22976,8516,6732.0,337.0,10678,6,RL,Inside,285000
8,0,4,4,1485.0,5,1464,1464,3.0,4,0,3.0,1Story,VinylSd,Stone,PConc,Attchd,64,11712,5856,5940.0,84.0,15256,6,RL,CulDSac,282922
7,40,3,3,924.0,5,1216,2157,2.5,4,4,2.0,2Story,MetalSd,BrkFace,CBlock,Attchd,49,15099,3648,3696.0,309.0,14200,3,RL,Corner,226000
8,0,5,5,1234.0,5,1264,2576,2.5,5,4,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,64,20608,6320,6170.0,466.0,12438,1,RL,Inside,361919
9,0,4,5,1398.0,5,1414,2798,4.5,5,4,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,81,25182,5656,6990.0,600.0,16023,6,RL,CulDSac,457347
8,31,4,4,966.0,5,1743,1743,2.5,4,2,2.0,1Story,Wd Sdng,None,CBlock,Attchd,64,13944,6972,3864.0,0.0,20064,2,RL,Inside,279000
6,32,3,3,1567.0,3,1567,1567,3.0,4,3,2.0,1Story,Plywood,None,PConc,Attchd,36,9402,4701,6268.0,0.0,9819,5,RL,Inside,196000
7,33,3,4,1090.0,3,1370,1370,2.0,3,3,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,49,9590,4110,3270.0,189.0,10400,1,RL,Inside,152000
5,40,3,3,1248.0,3,1338,2634,4.5,3,0,4.0,2Story,MetalSd,BrkFace,CBlock,Detchd,25,13170,4014,3744.0,368.0,11643,2,RL,Inside,200000
8,0,4,5,1570.0,5,1590,1590,3.5,5,0,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,12720,6360,7850.0,198.0,11645,6,RL,Inside,294900
7,0,4,4,1450.0,5,1450,1450,2.0,4,0,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10150,5800,5800.0,140.0,7328,1,RL,Inside,224243
6,56,3,2,832.0,3,846,1338,2.0,3,0,2.0,1.5Fin,AsbShng,None,BrkTil,Detchd,36,8028,2538,2496.0,0.0,7822,1,RL,Corner,92000
7,0,4,4,728.0,5,728,1456,2.5,4,4,2.0,2Story,VinylSd,None,PConc,Attchd,49,10192,2912,2912.0,0.0,9018,1,RL,Inside,179540
10,6,5,5,2392.0,5,2392,2392,2.0,5,5,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,100,23920,11960,11960.0,922.0,13472,6,RL,Inside,386250
4,37,3,4,530.0,3,530,992,2.0,3,0,1.0,SLvl,CemntBd,None,CBlock,BuiltIn,16,3968,1590,1590.0,0.0,1533,6,RM,Inside,106500
10,1,5,5,1017.0,5,1026,2007,3.5,5,5,3.0,2Story,VinylSd,Stone,PConc,Attchd,100,20070,5130,5085.0,160.0,11003,6,FV,Inside,310000
7,9,4,4,1066.0,5,1108,2385,2.5,4,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,49,16695,4432,4264.0,275.0,10790,1,RL,Inside,252000
7,57,3,3,918.0,4,918,1646,2.0,3,4,1.0,2.5Unf,MetalSd,None,CBlock,Detchd,49,11522,2754,2754.0,0.0,7128,3,RL,Inside,164000
7,0,4,4,728.0,5,728,1456,2.5,4,0,2.0,2Story,VinylSd,Stone,PConc,Attchd,49,10192,2912,2912.0,16.0,7713,1,RL,Inside,177594
5,30,3,3,528.0,4,548,1040,1.0,3,0,2.0,1.5Fin,VinylSd,None,CBlock,Detchd,25,5200,1644,1584.0,0.0,6240,3,RM,Inside,123900
6,57,3,4,1370.0,3,1370,2624,3.5,3,4,3.0,2Story,Wd Sdng,None,BrkTil,Detchd,36,15744,4110,4110.0,0.0,22420,4,RL,Inside,239000
5,33,3,3,1068.0,3,1264,1264,2.0,3,3,2.0,1Story,Plywood,None,CBlock,Attchd,25,6320,3792,3204.0,0.0,15300,3,RL,Inside,169000
7,2,4,4,1374.0,5,1557,1557,2.0,4,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10899,6228,5496.0,18.0,3196,1,RL,Inside,234000
6,32,3,4,957.0,3,1287,1287,2.5,3,2,2.0,SFoyer,Plywood,None,CBlock,Attchd,36,7722,3861,2871.0,0.0,9360,6,RL,Inside,173000
6,40,3,3,1004.0,5,1004,1004,2.0,3,3,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,6024,3012,3012.0,180.0,11241,5,RL,CulDSac,149000
7,1,4,4,1162.0,5,1162,1162,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,8134,4648,4648.0,0.0,9260,1,RL,Corner,170000
5,5,3,3,960.0,5,960,960,2.0,4,0,1.0,1Story,VinylSd,None,CBlock,Attchd,25,4800,2880,3840.0,0.0,9239,6,RL,Inside,144900
5,42,3,4,1196.0,3,1196,1196,2.0,3,0,1.0,1Story,MetalSd,None,CBlock,Attchd,25,5980,3588,3588.0,0.0,10044,5,RL,CulDSac,144000
8,5,4,4,1256.0,5,1269,1269,2.0,4,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,10152,5076,5024.0,16.0,3182,6,RL,Inside,192000
5,4,4,3,1031.0,4,1031,1031,2.0,4,0,1.0,1Story,Wd Sdng,None,CBlock,Attchd,25,5155,4124,4124.0,0.0,7626,6,RL,Inside,145500
4,8,3,2,448.0,5,448,720,1.0,2,0,1.0,1.5Fin,MetalSd,None,BrkTil,Attchd,16,2880,1344,896.0,0.0,7008,1,RL,Corner,86900
6,56,3,3,1505.0,5,1505,1505,2.0,3,3,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,9030,4515,4515.0,90.0,12160,4,RL,Inside,149500
5,57,3,2,920.0,5,954,954,1.0,2,4,1.0,1Story,MetalSd,None,PConc,Basment,25,4770,2862,1840.0,0.0,6305,1,RL,Inside,119750
6,0,3,4,750.0,5,750,1500,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,36,9000,2250,3000.0,0.0,8846,1,RL,Inside,173900
5,45,3,3,1050.0,3,1050,1050,2.0,3,0,1.0,1Story,Wd Sdng,None,CBlock,Attchd,25,5250,3150,3150.0,0.0,10659,3,RL,Inside,136500
8,12,4,4,2062.0,5,2079,2687,2.5,4,0,2.0,2Story,CemntBd,None,PConc,Attchd,64,21496,8316,8248.0,0.0,13108,1,RL,Inside,270000
6,33,3,4,1602.0,4,1252,1252,2.0,3,4,2.0,1Story,BrkFace,None,CBlock,Attchd,36,7512,3756,4806.0,0.0,13500,4,RL,Inside,235000
7,9,3,4,384.0,5,774,1430,2.5,3,3,2.0,SLvl,VinylSd,None,PConc,BuiltIn,49,10010,2322,1152.0,0.0,7750,1,RL,Inside,156000
5,5,3,4,1114.0,5,1114,1114,3.0,4,0,2.0,1Story,VinylSd,None,PConc,Detchd,25,5570,3342,4456.0,0.0,12450,6,RL,Inside,153000
6,10,3,5,1224.0,5,1224,1224,3.0,3,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,36,7344,3672,3672.0,425.0,4500,6,RM,FR2,165000
9,1,4,4,1122.0,5,1134,2504,2.5,5,4,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,81,22536,4536,5610.0,245.0,11198,1,RL,Inside,325000
5,57,3,3,728.0,5,760,1355,2.0,3,0,2.0,1.5Fin,VinylSd,None,CBlock,Detchd,25,6775,2280,2184.0,0.0,6221,2,RL,Inside,140000
6,44,3,3,741.0,2,1497,2294,3.0,3,4,2.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,36,13764,4491,2223.0,234.0,13200,4,RM,Corner,202500
9,0,5,5,1702.0,5,1702,1702,2.5,5,4,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,81,15318,8510,8510.0,766.0,8769,6,RL,Corner,367294
6,19,4,4,1461.0,5,1509,1509,3.0,4,2,2.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,36,9054,6036,5844.0,219.0,10200,6,RL,Inside,175000
7,36,3,3,756.0,4,961,1717,2.0,4,4,3.0,2Story,Wd Sdng,None,BrkTil,Detchd,49,12019,2883,3024.0,0.0,9550,5,RL,Corner,140000
7,22,3,4,1265.0,4,1240,1240,2.5,4,0,2.0,1Story,Plywood,None,CBlock,Attchd,49,8680,3720,5060.0,0.0,10331,5,RL,CulDSac,174000
7,3,4,4,856.0,5,1166,1166,3.0,4,0,2.0,SLvl,VinylSd,Stone,PConc,Attchd,49,8162,4664,3424.0,182.0,9587,6,RL,Inside,190000
6,16,3,3,1592.0,4,1652,1652,2.5,4,4,2.0,1Story,MetalSd,BrkFace,CBlock,Attchd,36,9912,4956,6368.0,136.0,22002,5,RL,Corner,200000
6,41,3,4,896.0,3,1182,2142,2.5,4,4,1.0,2Story,VinylSd,BrkFace,CBlock,Attchd,36,12852,3546,3584.0,576.0,13000,3,RL,Corner,193500
6,44,3,4,1092.0,5,1092,1092,2.0,3,0,2.0,1Story,HdBoard,Stone,CBlock,Attchd,36,6552,3276,3276.0,260.0,8250,3,RL,Inside,145000
7,56,4,3,1022.0,5,1122,1671,2.0,3,4,2.0,1.5Fin,Stucco,BrkFace,BrkTil,Detchd,49,11697,4488,3066.0,270.0,8170,5,RL,Inside,218000
5,4,3,0,0.0,4,1488,1488,1.0,3,5,2.0,1Story,Wd Sdng,BrkFace,Slab,Attchd,25,7440,4464,0.0,232.0,12048,0,RL,Inside,135000
5,54,3,3,1444.0,5,1624,1624,2.0,3,4,1.0,1Story,Wd Sdng,Stone,CBlock,Attchd,25,8120,4872,4332.0,150.0,10858,2,RL,Corner,146500
6,1,4,4,1362.0,5,1362,1362,2.0,4,4,2.0,1Story,VinylSd,Stone,PConc,Attchd,36,8172,5448,5448.0,256.0,7577,5,RL,Corner,194700
7,0,4,4,1218.0,5,1218,1218,3.0,4,0,2.0,1Story,CemntBd,Stone,PConc,Attchd,49,8526,4872,4872.0,210.0,7500,6,FV,Inside,230348
6,60,3,2,1124.0,3,1068,1068,2.0,3,4,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,36,6408,3204,3372.0,0.0,6120,5,RM,Inside,109500
6,27,3,4,1625.0,3,1625,1625,2.5,2,3,2.0,1Story,Plywood,None,CBlock,Attchd,36,9750,4875,3250.0,0.0,23580,6,RL,Inside,242500
7,19,4,4,1064.0,4,1064,1767,3.0,4,3,2.0,2Story,HdBoard,None,PConc,Attchd,49,12369,4256,4256.0,0.0,5306,6,RL,Inside,239000
6,6,3,3,1050.0,5,1050,1050,2.0,4,0,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,6300,3150,4200.0,176.0,8092,5,RL,Inside,156000
4,51,3,3,907.0,5,907,907,1.0,3,0,1.0,1Story,MetalSd,None,CBlock,Detchd,16,3628,2721,2721.0,0.0,8593,3,RL,Inside,109008
2,57,3,0,0.0,5,640,845,1.0,3,0,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,4,1690,1920,0.0,0.0,11067,0,RM,Corner,68104
8,13,4,4,1242.0,5,1251,2501,2.5,4,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,64,20008,5004,4968.0,466.0,11929,1,RL,CulDSac,290000
5,44,3,4,1209.0,4,1209,1209,2.0,3,0,2.0,1Story,HdBoard,None,PConc,Attchd,25,6045,3627,3627.0,0.0,9900,4,RL,Corner,159000
4,58,3,3,348.0,3,453,906,1.0,3,0,1.0,2Story,MetalSd,None,PConc,Basment,16,3624,1359,1044.0,0.0,4882,3,RL,Inside,87000
8,8,4,4,1581.0,5,1601,1601,3.0,4,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,12808,6404,6324.0,479.0,11423,6,RL,Inside,272000
7,0,4,4,1336.0,5,1336,1336,3.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,9352,5344,5344.0,0.0,8772,6,RL,FR2,198000
4,23,3,3,801.0,4,1095,1656,2.0,3,0,2.0,1.5Fin,MetalSd,None,BrkTil,Detchd,16,6624,3285,2403.0,0.0,7628,1,RM,Inside,119164
7,7,4,4,982.0,5,1008,1892,2.5,3,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,13244,4032,2946.0,647.0,8220,6,RL,Inside,226750
3,39,3,2,978.0,3,1014,1699,3.0,3,0,2.0,2Story,HdBoard,None,CBlock,CarPort,9,5097,3042,2934.0,0.0,10615,4,RL,Corner,95000
6,60,3,3,780.0,3,780,1416,1.5,3,0,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,36,8496,2340,2340.0,0.0,6000,3,RM,Inside,139900
4,3,4,3,672.0,4,672,672,1.0,3,0,1.0,1Story,VinylSd,None,PConc,Detchd,16,2688,2688,2016.0,0.0,5400,1,RL,Corner,86900
5,40,3,3,1113.0,5,1160,1160,2.0,4,0,1.0,1Story,Plywood,None,CBlock,Attchd,25,5800,3480,4452.0,0.0,17979,5,RL,Corner,152500
4,55,3,4,911.0,3,930,930,1.0,3,0,1.0,1Story,MetalSd,Stone,CBlock,Attchd,16,3720,2790,2733.0,115.0,9520,3,RL,Inside,99000
6,15,4,4,1575.0,4,1575,1575,3.0,4,0,2.0,1Story,Plywood,None,PConc,Attchd,36,9450,6300,6300.0,0.0,8012,6,RL,Inside,179200
5,40,3,3,1059.0,4,1059,1059,2.0,3,0,1.0,1Story,Plywood,None,CBlock,Attchd,25,5295,3177,3177.0,0.0,9000,5,RL,Corner,142500
4,43,3,3,1005.0,3,1005,1005,2.0,3,0,2.0,1Story,HdBoard,None,CBlock,Detchd,16,4020,3015,3015.0,0.0,14299,3,RL,Inside,115400
7,6,4,4,1057.0,5,1057,1929,3.5,4,3,2.0,2Story,VinylSd,None,PConc,Attchd,49,13503,4228,4228.0,0.0,7050,6,FV,Inside,226000
7,1,4,4,600.0,5,520,1200,2.5,4,0,2.0,2Story,MetalSd,None,PConc,Detchd,49,8400,2080,2400.0,0.0,3180,1,FV,Inside,144152
8,5,4,5,1765.0,5,1804,2690,2.5,4,4,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,64,21520,7216,7060.0,221.0,16451,1,RL,Corner,370000
5,26,3,4,833.0,3,833,833,2.0,4,0,2.0,1Story,VinylSd,None,CBlock,Attchd,25,4165,2499,3332.0,0.0,12887,3,RL,Inside,149900
6,0,4,4,728.0,4,728,1456,2.5,3,0,2.0,2Story,VinylSd,None,PConc,Attchd,36,8736,2912,2184.0,0.0,15578,1,RL,Corner,172785
5,5,3,3,864.0,4,864,864,2.0,4,0,2.0,1Story,VinylSd,None,CBlock,Detchd,25,4320,2592,3456.0,0.0,7200,5,RL,Inside,129000
6,11,3,4,1362.0,3,1586,1586,2.0,3,3,2.0,1Story,HdBoard,None,CBlock,Attchd,36,9516,4758,4086.0,0.0,17043,1,RL,CulDSac,181000
5,50,3,3,1058.0,5,1370,1370,2.0,3,3,1.0,SLvl,Wd Sdng,BrkFace,CBlock,Basment,25,6850,4110,3174.0,272.0,10000,4,RL,Corner,148000
7,3,4,4,1373.0,5,1555,1555,2.0,4,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,49,10885,6220,5492.0,16.0,3182,6,RL,Inside,192500
6,28,3,4,716.0,3,716,1556,3.5,3,3,2.0,2Story,MetalSd,None,CBlock,Attchd,36,9336,2148,2148.0,0.0,1950,2,RM,Inside,151000
5,35,3,3,882.0,3,882,882,2.0,3,0,2.0,1Story,VinylSd,None,CBlock,Detchd,25,4410,2646,2646.0,0.0,7700,2,RL,Corner,112500
5,57,3,3,915.0,3,1167,1167,1.0,3,4,2.0,1Story,Stucco,None,BrkTil,Detchd,25,5835,3501,2745.0,0.0,8731,4,RL,Inside,144000
9,0,5,5,1800.0,5,1800,1800,3.0,5,4,3.0,1Story,MetalSd,BrkFace,PConc,Attchd,81,16200,9000,9000.0,714.0,8232,6,RL,Inside,370967
6,35,3,3,855.0,3,855,1456,2.5,4,3,2.0,2Story,Plywood,None,CBlock,Attchd,36,8736,2565,3420.0,0.0,2280,5,RL,FR2,149900
7,7,4,4,831.0,5,831,1660,2.5,4,0,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,11620,3324,3324.0,95.0,8935,1,RL,Inside,195000
7,15,3,4,384.0,4,812,1482,2.5,4,3,2.0,SLvl,HdBoard,BrkFace,PConc,Attchd,49,10374,2436,1536.0,170.0,9125,1,RL,Inside,163900
6,23,3,4,1190.0,5,1522,1522,2.0,3,3,2.0,1Story,Wd Sdng,BrkFace,PConc,Attchd,36,9132,4566,3570.0,136.0,11075,4,RL,Corner,182000
9,1,5,5,2190.0,5,2036,2036,3.0,5,5,3.0,1Story,CemntBd,Stone,CBlock,Attchd,81,18324,10180,10950.0,246.0,13438,6,RL,Corner,410000
5,18,3,4,1582.0,3,1595,1595,3.0,3,0,2.0,1Story,HdBoard,None,PConc,Detchd,25,7975,4785,4746.0,0.0,11070,4,RL,Inside,152000
7,1,4,4,891.0,5,891,1686,2.5,4,0,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,11802,3564,3564.0,172.0,7800,1,RL,Inside,184000
7,10,3,4,1344.0,5,1344,1344,4.0,3,0,4.0,SFoyer,VinylSd,BrkFace,PConc,Attchd,49,9408,4032,4032.0,200.0,7060,6,RM,Inside,206300
5,36,3,3,1652.0,3,1652,1652,2.0,3,0,3.0,1Story,Plywood,None,CBlock,2Types,25,8260,4956,4956.0,0.0,11836,4,RL,Corner,146500
4,54,3,3,832.0,3,832,1337,1.0,3,0,1.0,1.5Fin,MetalSd,None,CBlock,Attchd,16,5348,2496,2496.0,0.0,8382,1,RL,Inside,108000
7,14,3,3,570.0,4,1222,1920,3.0,4,3,2.0,SLvl,MetalSd,BrkFace,CBlock,Attchd,49,13440,3666,2280.0,143.0,10192,1,RL,Inside,170000
6,4,4,4,848.0,5,848,848,2.0,4,0,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,36,5088,3392,3392.0,205.0,4426,6,RM,Inside,145000
7,34,3,4,1057.0,3,1055,1055,2.5,3,2,2.0,1Story,Plywood,None,CBlock,Attchd,49,7385,3165,3171.0,0.0,2280,5,RL,FR2,123000
6,11,3,4,1291.0,5,1291,1291,2.0,4,4,2.0,1Story,Wd Sdng,None,PConc,Attchd,36,7746,3873,5164.0,0.0,2887,6,RL,Inside,173000
6,7,3,3,624.0,4,720,720,1.0,3,0,2.0,1Story,VinylSd,None,BrkTil,Detchd,36,4320,2160,1872.0,0.0,8520,1,RM,Inside,105900
4,36,3,4,462.0,3,526,988,2.0,3,0,1.0,SLvl,CemntBd,None,CBlock,BuiltIn,16,3952,1578,1386.0,0.0,1596,6,RM,Inside,91000
5,4,3,3,1067.0,2,986,1523,3.0,2,3,1.0,1.5Fin,BrkComm,None,BrkTil,Attchd,25,7615,2958,2134.0,0.0,15600,4,RL,Inside,158000
7,5,4,4,864.0,5,864,1728,2.5,4,0,2.0,2Story,VinylSd,None,PConc,Attchd,49,12096,3456,3456.0,0.0,9313,1,RL,Inside,190000
8,13,4,4,1230.0,5,1239,1239,2.5,4,2,2.0,1Story,BrkFace,None,PConc,Attchd,64,9912,4956,4920.0,0.0,11064,2,RL,CulDSac,217500
5,50,3,3,1151.0,4,1151,1955,2.0,3,0,1.0,1.5Fin,WdShing,BrkFace,CBlock,Attchd,25,9775,3453,3453.0,162.0,9000,5,RM,Inside,165500
7,59,3,3,704.0,5,860,1564,1.5,2,4,1.0,2Story,MetalSd,None,CBlock,Attchd,49,10948,2580,1408.0,0.0,12000,3,RL,Inside,174500
4,54,3,5,416.0,4,1204,1204,1.0,3,0,1.0,SLvl,Wd Sdng,None,CBlock,Basment,16,4816,3612,1248.0,0.0,7692,1,RL,Inside,100000
6,52,3,3,1329.0,3,1329,1329,1.5,4,0,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,36,7974,3987,5316.0,108.0,14267,5,RL,Corner,172000
5,32,3,3,864.0,3,879,879,1.0,3,0,2.0,1Story,HdBoard,None,CBlock,Attchd,25,4395,2637,2592.0,0.0,9675,4,RL,Corner,120000
4,59,2,3,721.0,4,841,841,1.0,3,0,1.0,1Story,Wd Sdng,None,CBlock,CarPort,16,3364,1682,2163.0,0.0,8400,1,RH,Inside,82000
6,56,3,3,784.0,5,900,1312,1.5,3,0,2.0,1.5Fin,VinylSd,None,CBlock,Detchd,36,7872,2700,2352.0,0.0,7500,1,RL,Inside,127000
6,58,3,4,735.0,2,1134,2058,1.5,3,4,2.0,2.5Unf,AsbShng,None,BrkTil,Detchd,36,12348,3402,2205.0,0.0,9600,3,RM,Inside,129500
8,25,4,4,1220.0,4,1360,1360,2.0,4,5,2.0,1Story,HdBoard,None,CBlock,Attchd,64,10880,5440,4880.0,0.0,5814,6,RL,CulDSac,187500
8,5,4,5,1778.0,5,1786,1786,3.0,4,4,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,64,14288,7144,7112.0,240.0,14860,6,RL,CulDSac,300000
6,35,3,3,825.0,4,1097,1993,2.5,3,4,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,36,11958,3291,2475.0,252.0,14803,3,RL,CulDSac,190000
4,57,2,3,951.0,2,986,1362,2.0,3,0,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,16,5448,1972,2853.0,0.0,7550,1,RL,Inside,96000
7,2,4,4,1092.0,5,1112,1550,3.0,4,0,2.0,2Story,CemntBd,Stone,PConc,Attchd,49,10850,4448,4368.0,100.0,8125,6,FV,Inside,241000
5,45,3,3,1140.0,3,1696,1696,1.5,3,3,1.0,1Story,HdBoard,None,CBlock,Attchd,25,8480,5088,3420.0,0.0,13673,1,RL,CulDSac,143900
4,36,3,3,546.0,3,546,1092,1.5,3,0,1.0,2Story,CemntBd,None,CBlock,CarPort,16,4368,1638,1638.0,0.0,1533,3,RM,Inside,87550
9,5,5,5,1752.0,5,1752,1752,3.0,5,4,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,81,15768,8760,8760.0,412.0,7658,6,RL,Inside,319900
9,0,4,5,1094.0,5,1102,2473,2.5,4,4,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,81,22257,4408,4376.0,184.0,12292,6,RL,CulDSac,356383
9,2,4,5,1800.0,5,1800,1800,2.0,5,0,2.0,1Story,VinylSd,None,PConc,Attchd,81,16200,7200,9000.0,0.0,11923,1,RL,Corner,239000
7,14,4,4,1080.0,5,1108,2197,3.5,4,4,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,49,15379,4432,4320.0,320.0,10010,4,RL,Inside,287500
5,57,3,3,720.0,3,854,1382,1.5,3,0,2.0,1.5Fin,MetalSd,None,CBlock,Detchd,25,6910,2562,2160.0,0.0,12358,3,RM,Inside,128500
7,6,4,4,847.0,5,847,1733,2.5,4,4,2.0,2Story,VinylSd,None,PConc,BuiltIn,49,12131,3388,3388.0,0.0,8577,1,RL,Inside,185088
7,1,4,4,1402.0,5,1402,1402,2.0,4,0,2.0,1Story,VinylSd,None,PConc,Attchd,49,9814,5608,5608.0,0.0,8640,1,FV,Inside,229800
5,23,3,3,864.0,3,887,887,1.5,3,0,1.0,1Story,Plywood,None,CBlock,Attchd,25,4435,2661,2592.0,0.0,10447,5,RL,Inside,124500
5,38,3,3,1051.0,4,1051,1051,2.0,3,0,2.0,1Story,MetalSd,None,CBlock,Attchd,25,5255,3153,3153.0,0.0,9600,5,RL,Corner,142000
6,56,3,3,755.0,5,755,1510,1.0,3,0,1.0,2Story,MetalSd,None,PConc,Detchd,36,9060,2265,2265.0,0.0,4899,4,RL,Corner,149000
5,35,3,3,1656.0,3,1656,1656,2.0,3,0,2.0,1Story,Plywood,BrkFace,CBlock,Detchd,25,8280,4968,4968.0,564.0,9246,1,RL,Inside,135000
6,31,3,4,1078.0,3,958,958,2.0,3,3,2.0,1Story,Plywood,None,CBlock,Attchd,36,5748,2874,3234.0,0.0,4928,5,RL,Inside,128000
8,14,4,4,3200.0,5,3228,3228,4.0,4,4,2.0,1Story,BrkFace,None,PConc,Attchd,64,25824,12912,12800.0,0.0,12692,6,RL,Inside,430000
5,39,3,3,1040.0,3,1040,1040,2.5,3,0,2.0,1Story,HdBoard,None,CBlock,Detchd,25,5200,3120,3120.0,0.0,7476,3,RL,Corner,145000
5,4,3,3,661.0,5,661,1250,2.0,3,4,2.0,1.5Fin,Wd Sdng,None,PConc,Detchd,25,6250,1983,1983.0,0.0,5362,1,RL,Corner,139000
