overall_qual,age,exter_qual,bsmt_qual,total_bsmt_sf,heating_qc,1st_flr_sf,gr_liv_area,total_bath,kitchen_qual,totrms_abvgrd,fireplace_qu,garage_age,garage_finish,garage_cars,house_style,exterior_1st,mas_vnr_type,foundation,garage_type,saleprice
8,1,4,4,768.0,5,786,1590,2.5,4,6,0,1.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,210000
7,4,4,4,847.0,5,847,1948,2.5,4,8,4,4.0,3,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,211000
4,59,3,3,672.0,3,757,1324,1.0,3,6,0,73.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,128000
6,44,3,3,1425.0,4,1425,1425,2.0,3,7,4,44.0,2,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,180500
5,57,3,3,662.0,3,1422,2337,2.0,3,10,0,62.0,1,2.0,2Story,Wd Sdng,None,BrkTil,Detchd,90000
5,11,3,3,822.0,3,908,908,1.0,3,4,0,32.0,1,2.0,1.5Unf,Wd Sdng,None,PConc,Attchd,138500
7,0,4,4,738.0,5,738,1492,2.5,4,8,0,0.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,169985
5,45,3,3,1150.0,3,1150,1150,1.0,3,6,0,45.0,2,1.0,1Story,BrkFace,None,CBlock,Attchd,146000
7,15,4,4,1080.0,5,1080,2097,3.0,4,9,3,15.0,1,3.0,2Story,VinylSd,None,PConc,Attchd,228000
5,49,3,3,1256.0,4,1256,1256,2.5,4,6,0,49.0,2,1.0,1Story,BrkFace,None,PConc,Attchd,159000
8,0,4,4,1095.0,4,1095,1939,2.5,4,8,4,0.0,2,3.0,2Story,VinylSd,None,PConc,Attchd,266000
5,56,3,3,816.0,5,816,1566,1.5,4,7,0,30.0,1,2.0,1.5Fin,MetalSd,BrkFace,PConc,Detchd,139000
8,1,4,4,1489.0,5,1500,1500,2.0,4,7,4,2.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,212999
9,1,4,5,1833.0,5,1850,1850,3.0,4,8,4,2.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,326000
6,4,4,4,789.0,5,813,1515,2.5,4,8,4,4.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,179000
8,1,4,5,1518.0,5,1537,1537,3.0,4,8,0,1.0,3,3.0,1Story,VinylSd,Stone,PConc,Attchd,294000
6,37,3,3,483.0,3,483,987,2.5,3,5,0,37.0,1,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,97000
7,0,4,4,1391.0,5,1391,1962,2.5,4,7,0,0.0,2,3.0,2Story,VinylSd,None,PConc,Attchd,239799
5,16,3,3,1251.0,3,1433,1433,2.0,3,7,4,45.0,1,2.0,1Story,WdShing,None,CBlock,Attchd,161000
6,5,4,4,848.0,5,848,848,2.0,4,3,0,5.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,136500
6,2,3,3,483.0,4,483,987,1.5,4,5,0,37.0,1,1.0,2Story,HdBoard,BrkFace,CBlock,Detchd,118000
4,1,3,3,845.0,3,845,845,2.0,3,4,0,20.0,1,2.0,1Story,HdBoard,None,CBlock,Detchd,129500
7,2,4,3,952.0,4,952,1548,2.5,5,5,0,31.0,1,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,205000
8,0,4,5,1694.0,5,1694,1694,2.0,4,7,4,1.0,2,3.0,1Story,CemntBd,Stone,PConc,Attchd,322400
8,2,4,4,1578.0,5,1602,1602,3.0,4,7,4,2.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,293200
9,3,5,5,1684.0,5,1684,1684,2.0,5,6,5,3.0,2,2.0,1Story,MetalSd,BrkFace,PConc,Attchd,266000
6,31,3,3,918.0,4,918,1683,2.5,3,7,3,31.0,2,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,172500
5,13,3,3,1088.0,3,1188,1869,1.0,3,7,0,46.0,1,2.0,1.5Fin,VinylSd,None,BrkTil,Detchd,124900
6,59,3,3,1022.0,3,1432,1432,1.0,4,6,4,86.0,1,1.0,1Story,MetalSd,None,BrkTil,BuiltIn,149000
7,6,4,4,1414.0,5,1414,1414,2.0,4,6,0,6.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,185500
8,4,4,4,1348.0,5,1358,1358,2.5,4,5,3,4.0,1,2.0,1Story,Stucco,None,PConc,Attchd,220000
8,0,4,4,1496.0,5,1496,1496,2.0,4,7,0,0.0,3,2.0,1Story,CemntBd,Stone,PConc,Attchd,225000
6,57,3,3,932.0,5,932,932,1.0,4,4,4,57.0,1,1.0,1Story,BrkFace,None,CBlock,Attchd,124000
3,59,3,0,0.0,2,1040,1040,2.0,3,6,0,22.0,1,2.0,1Story,BrkFace,None,Slab,Detchd,92900
5,59,3,3,1072.0,3,1072,1072,2.0,3,5,0,27.0,1,5.0,1Story,Wd Sdng,None,BrkTil,Detchd,126500
4,36,3,3,864.0,3,864,864,1.0,3,5,0,28.0,1,2.0,1Story,MetalSd,None,CBlock,Detchd,111250
8,7,4,4,969.0,5,997,2285,2.5,4,8,3,7.0,3,3.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,248000
5,45,3,3,1117.0,5,1117,1117,1.0,3,6,0,45.0,1,1.0,1Story,Wd Sdng,None,CBlock,Attchd,136870
6,3,4,4,848.0,5,848,848,2.0,4,4,0,3.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,133000
5,51,3,3,1048.0,3,1048,1048,2.0,3,6,0,51.0,1,1.0,1Story,MetalSd,BrkFace,CBlock,Attchd,135000
4,39,3,4,936.0,3,936,936,1.0,3,4,0,39.0,1,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,111900
5,28,3,3,931.0,3,1283,1283,2.0,3,6,0,28.0,1,2.0,1Story,MetalSd,None,CBlock,Detchd,140000
4,49,3,0,0.0,3,1120,1588,2.0,3,7,4,17.0,3,2.0,1.5Fin,WdShing,None,CBlock,Detchd,134432
10,0,5,5,1742.0,5,2042,2042,3.0,5,8,4,0.0,3,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,455000
8,12,4,4,1165.0,5,1203,2526,3.5,4,8,3,12.0,2,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,290000
7,8,4,4,988.0,5,988,1873,2.5,4,7,3,8.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,235500
6,2,3,3,780.0,5,940,1416,1.5,4,7,0,50.0,1,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,156500
6,6,3,4,953.0,5,953,1664,2.5,3,7,3,6.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,172400
9,0,5,5,1792.0,5,1792,1792,3.0,4,6,4,1.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,372397
6,6,4,4,1077.0,5,1093,2814,3.0,4,9,3,13.0,3,2.0,2Story,HdBoard,BrkFace,PConc,BuiltIn,260000
6,37,3,3,689.0,3,1378,2119,2.5,3,7,3,37.0,2,2.0,SLvl,HdBoard,BrkFace,CBlock,Attchd,158000
5,7,3,3,672.0,3,1072,1285,2.0,3,6,0,60.0,1,1.0,1.5Fin,Wd Sdng,None,CBlock,Detchd,127000
7,23,4,4,1433.0,5,1433,1433,2.5,4,4,3,23.0,2,2.0,1Story,Plywood,BrkFace,CBlock,Attchd,270000
8,0,4,4,1496.0,5,1496,2132,2.5,4,5,4,26.0,3,2.0,1.5Fin,Wd Sdng,None,CBlock,BuiltIn,316600
6,2,3,3,1019.0,4,1357,1357,2.0,5,5,4,49.0,2,1.0,SLvl,Plywood,BrkFace,CBlock,Basment,177000
7,18,4,4,2158.0,4,2196,2196,2.0,4,7,3,19.0,2,3.0,1Story,HdBoard,BrkFace,CBlock,Attchd,271900
5,32,3,4,264.0,3,616,1304,1.5,3,4,4,32.0,3,1.0,2Story,CemntBd,None,PConc,BuiltIn,115000
8,21,4,4,279.0,4,2726,2726,2.5,4,6,4,21.0,3,2.0,1Story,WdShing,None,CBlock,Attchd,315000
7,1,4,4,939.0,5,939,1797,2.5,4,8,0,1.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,213500
5,56,3,0,0.0,3,1040,1040,1.0,3,5,0,56.0,1,2.0,1Story,Wd Sdng,None,CBlock,Detchd,109500
5,58,3,3,789.0,5,789,789,1.0,3,5,0,60.0,1,1.0,1Story,VinylSd,None,CBlock,Detchd,115000
7,2,4,4,1143.0,5,1143,1143,1.5,4,5,4,2.0,2,2.0,1Story,MetalSd,None,PConc,Attchd,176400
6,41,3,3,1489.0,4,1489,1489,2.0,4,7,4,41.0,2,2.0,1Story,BrkFace,None,CBlock,Attchd,185750
8,8,4,4,1004.0,5,1004,1852,2.5,4,7,3,9.0,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,230000
5,37,3,4,768.0,5,768,768,2.0,3,5,0,20.0,1,2.0,SFoyer,VinylSd,None,CBlock,Detchd,129500
6,12,3,3,1124.0,5,1124,1124,2.0,3,6,3,50.0,3,1.0,1Story,Wd Sdng,None,CBlock,Attchd,153000
6,0,4,4,612.0,5,612,1224,2.5,4,4,0,0.0,2,2.0,2Story,VinylSd,Stone,PConc,Detchd,173733
6,60,3,3,782.0,3,1019,1556,2.0,3,6,4,61.0,1,2.0,1.5Fin,MetalSd,Stone,CBlock,Attchd,172500
6,30,3,4,1244.0,3,1356,1356,4.0,3,6,3,30.0,3,2.0,SLvl,HdBoard,None,PConc,Attchd,188000
6,31,3,4,1262.0,5,1262,1262,2.5,3,6,3,31.0,2,2.0,1Story,MetalSd,None,CBlock,Attchd,181500
7,13,4,4,799.0,5,827,1661,3.5,4,6,3,13.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,212000
7,28,3,3,945.0,3,945,1857,2.5,3,8,3,28.0,2,2.0,2Story,Plywood,BrkFace,CBlock,Attchd,188900
6,18,3,4,1117.0,5,1117,1981,3.5,4,8,3,32.0,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,230000
5,57,3,3,901.0,3,901,1351,2.0,3,7,4,32.0,1,2.0,1.5Fin,VinylSd,None,CBlock,Detchd,122000
5,50,3,3,1005.0,5,1005,1005,1.0,3,6,3,50.0,1,1.0,1Story,Wd Sdng,None,CBlock,Attchd,133500
6,58,4,4,1510.0,5,1584,2792,2.0,3,8,3,88.0,1,2.0,1.5Fin,BrkFace,None,BrkTil,Detchd,256000
5,32,3,4,550.0,3,925,1475,2.0,3,6,3,32.0,1,1.0,2Story,CemntBd,None,PConc,Attchd,129500
8,7,4,4,1978.0,5,1978,1978,3.5,4,8,4,7.0,2,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,318000
8,3,4,4,1598.0,4,1606,1606,2.0,4,6,4,3.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,255900
8,4,4,5,1822.0,5,1822,1822,2.0,5,8,4,5.0,2,3.0,1Story,CemntBd,BrkFace,PConc,Attchd,259000
6,54,3,4,1809.0,3,2259,2259,3.0,4,7,4,54.0,1,2.0,1Story,Wd Sdng,BrkFace,CBlock,Basment,217000
6,57,3,4,1065.0,5,915,1635,1.5,3,6,4,57.0,1,2.0,1.5Fin,BrkFace,None,BrkTil,Detchd,210000
5,39,3,3,1002.0,3,1002,1002,2.0,3,5,0,36.0,1,2.0,1Story,MetalSd,BrkFace,CBlock,Detchd,148500
6,0,3,4,616.0,5,616,1412,2.5,4,6,4,0.0,3,2.0,2Story,VinylSd,None,PConc,BuiltIn,156932
5,43,3,3,1728.0,3,1728,1728,2.0,3,10,0,21.0,1,2.0,1Story,HdBoard,None,CBlock,Detchd,145000
7,2,4,4,1282.0,5,1290,1290,3.0,4,6,4,2.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,200000
10,1,5,5,1994.0,5,2046,2046,3.5,5,7,4,2.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,450000
6,10,3,4,729.0,4,742,1471,2.5,3,6,0,10.0,1,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,172500
6,11,3,3,1522.0,3,1548,2614,2.5,3,9,3,34.0,2,2.0,2Story,HdBoard,None,CBlock,Attchd,240000
8,2,4,4,1580.0,5,1580,2466,3.0,4,8,4,3.0,2,2.0,2Story,CemntBd,None,PConc,Attchd,340000
8,2,4,4,1466.0,5,1466,1466,2.0,4,7,0,2.0,3,3.0,1Story,VinylSd,None,PConc,Attchd,201000
5,32,3,3,969.0,3,969,969,1.5,3,5,0,32.0,1,2.0,1Story,HdBoard,None,CBlock,Attchd,122000
7,22,3,4,1529.0,3,1664,1664,3.0,4,7,3,29.0,3,2.0,1Story,Plywood,Stone,CBlock,Attchd,213000
6,42,4,3,1680.0,3,1691,1691,2.0,3,5,0,42.0,1,2.0,1Story,BrkComm,None,CBlock,Attchd,175000
7,0,4,4,1208.0,5,1208,1208,3.0,4,6,0,0.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,195400
5,42,3,3,1052.0,3,1052,1052,1.5,3,6,1,25.0,3,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,113500
6,56,3,3,972.0,4,972,1577,1.0,2,6,4,67.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,140200
5,38,3,3,882.0,3,909,909,1.0,3,5,0,38.0,1,1.0,1Story,Plywood,BrkFace,CBlock,Attchd,116000
9,0,5,4,1838.0,5,1838,1838,3.0,5,9,4,1.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,359900
6,29,3,4,675.0,3,686,1388,1.5,3,6,0,29.0,1,1.0,2Story,HdBoard,BrkFace,CBlock,Attchd,157500
5,16,4,3,1617.0,5,1867,1867,2.0,3,7,4,54.0,3,1.0,1Story,Wd Sdng,None,CBlock,Attchd,190000
5,59,3,3,1145.0,3,1301,1301,1.0,2,5,0,44.0,1,2.0,1Story,Wd Sdng,None,PConc,Detchd,100000
6,42,3,3,1251.0,3,1251,1251,2.0,3,6,4,42.0,2,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,160000
7,7,4,4,1431.0,5,1444,1444,3.0,4,6,0,7.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,203000
8,17,4,5,1453.0,5,1453,2810,2.5,4,9,5,17.0,2,2.0,2Story,Wd Sdng,BrkFace,PConc,Attchd,302000
6,30,3,4,923.0,3,923,923,2.0,3,5,3,30.0,2,1.0,1Story,Plywood,None,CBlock,Attchd,143000
8,8,4,4,1028.0,5,1210,2452,2.5,4,9,3,9.0,3,2.0,2Story,VinylSd,None,PConc,BuiltIn,267000
4,43,3,0,0.0,3,1224,1224,2.0,3,8,0,43.0,1,3.0,1Story,HdBoard,None,Slab,CarPort,103000
6,8,3,5,1237.0,5,1337,1337,3.0,3,5,0,8.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,153500
5,26,3,4,1390.0,3,1701,1701,3.0,3,6,3,32.0,3,2.0,SFoyer,HdBoard,None,CBlock,Basment,171000
4,56,3,3,1093.0,3,1093,1669,1.5,3,9,0,82.0,1,1.0,1.5Fin,Wd Sdng,None,BrkTil,Attchd,107000
6,39,3,3,952.0,4,952,952,2.0,3,5,0,39.0,1,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,128500
5,50,3,3,922.0,3,922,922,2.0,3,5,0,50.0,1,1.0,1Story,Wd Sdng,None,CBlock,Attchd,116000
5,29,3,3,1126.0,2,1126,1126,3.0,3,5,4,29.0,2,2.0,1Story,BrkFace,None,CBlock,Attchd,160000
8,16,4,4,1280.0,5,1280,1280,2.0,4,5,0,16.0,2,2.0,1Story,HdBoard,None,PConc,Attchd,180000
5,5,3,3,914.0,5,914,914,1.0,5,5,0,37.0,2,1.0,1Story,HdBoard,BrkFace,CBlock,Attchd,133000
7,9,3,4,1288.0,4,1368,1368,4.0,3,8,0,9.0,3,4.0,SFoyer,MetalSd,BrkFace,PConc,Attchd,215000
6,59,3,3,771.0,2,753,1494,1.0,4,7,4,67.0,1,1.0,2Story,Wd Sdng,None,CBlock,Attchd,177500
8,1,4,4,1524.0,4,1534,1534,2.0,4,7,4,1.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,215000
5,59,3,3,952.0,3,994,1582,2.0,3,6,4,71.0,1,1.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,150000
7,20,3,4,1673.0,4,1699,3222,4.0,4,11,3,20.0,1,3.0,2Story,Plywood,None,PConc,Attchd,320000
6,45,3,3,1516.0,3,1516,1516,1.5,3,6,0,45.0,2,2.0,1Story,HdBoard,BrkFace,CBlock,Attchd,167000
5,56,3,0,0.0,3,1032,1032,1.0,3,6,3,67.0,1,1.0,1Story,Wd Sdng,None,Slab,Detchd,125000
7,0,4,4,1316.0,5,1316,1316,2.0,4,6,4,0.0,3,2.0,1Story,VinylSd,None,PConc,Attchd,200141
5,16,3,3,760.0,5,928,2168,2.0,4,11,0,11.0,1,2.0,2Story,AsbShng,None,BrkTil,Detchd,123000
5,55,3,3,806.0,3,1081,1422,2.0,3,7,3,55.0,1,1.0,1.5Fin,HdBoard,Stone,CBlock,Detchd,137500
6,41,3,3,1088.0,5,1324,1324,2.0,3,6,3,41.0,2,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,160000
6,7,3,4,924.0,5,948,1690,2.5,3,7,3,7.0,2,2.0,2Story,VinylSd,None,PConc,Attchd,181000
5,13,3,3,825.0,3,825,825,2.0,3,4,0,45.0,2,2.0,1Story,MetalSd,None,CBlock,Detchd,125000
6,41,3,3,727.0,5,829,1556,1.5,3,8,0,41.0,1,2.0,2Story,MetalSd,None,CBlock,Attchd,154000
6,16,4,4,1152.0,5,1152,1797,3.5,4,7,2,17.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,231000
5,42,3,3,1056.0,5,1056,1056,2.0,3,6,2,42.0,1,1.0,1Story,VinylSd,None,CBlock,Attchd,142000
10,13,4,3,1107.0,5,1518,3608,2.5,5,12,3,13.0,1,3.0,2.5Fin,Wd Sdng,None,BrkTil,Detchd,475000
8,0,4,5,1573.0,5,1778,1778,4.0,5,5,4,1.0,3,2.0,1Story,CemntBd,Stone,PConc,Attchd,375000
7,4,4,4,1221.0,5,1221,1221,3.0,4,6,0,5.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,185000
6,12,3,3,660.0,3,740,865,2.0,3,4,4,87.0,1,1.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,108500
7,1,4,4,600.0,5,520,1223,2.5,4,4,0,1.0,2,2.0,2Story,MetalSd,None,PConc,Detchd,147400
7,10,4,4,691.0,5,713,1452,3.5,4,6,0,10.0,1,2.0,2Story,MetalSd,BrkFace,PConc,Detchd,156000
5,30,3,3,880.0,4,880,1308,2.0,3,6,0,58.0,1,2.0,1.5Fin,HdBoard,None,BrkTil,Detchd,120000
7,5,4,4,384.0,5,744,1374,2.5,4,7,0,5.0,3,2.0,SLvl,VinylSd,None,PConc,BuiltIn,167000
7,2,4,4,1346.0,5,1504,1504,2.0,4,7,4,3.0,3,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,191000
6,10,3,4,384.0,4,754,1384,2.5,3,7,3,10.0,3,2.0,SLvl,VinylSd,None,PConc,BuiltIn,161500
5,32,3,3,1204.0,3,1411,1411,1.0,3,7,3,52.0,2,1.0,1Story,VinylSd,None,CBlock,Attchd,130000
5,44,3,3,970.0,3,970,970,2.0,3,5,0,11.0,1,2.0,1Story,HdBoard,None,CBlock,Detchd,132500
5,38,3,4,864.0,5,904,904,1.0,4,5,0,29.0,1,3.0,SLvl,HdBoard,None,PConc,2Types,144000
5,28,3,0,0.0,3,1100,2233,2.5,3,11,0,28.0,3,2.0,2Story,Plywood,None,Slab,Attchd,141000
4,1,3,3,385.0,4,875,875,1.0,4,5,0,32.0,1,2.0,1Story,Plywood,None,CBlock,Detchd,117000
4,14,3,4,1364.0,5,1663,1663,2.0,4,6,4,54.0,3,2.0,1Story,Plywood,None,CBlock,Attchd,256000
5,44,3,3,925.0,5,925,925,1.5,3,5,0,44.0,1,1.0,1Story,VinylSd,None,CBlock,Detchd,117500
5,59,4,3,728.0,5,976,1308,2.5,3,7,3,69.0,1,1.0,1.5Fin,MetalSd,None,BrkTil,Detchd,160000
5,9,3,3,1240.0,4,1375,1375,2.0,3,6,4,51.0,1,1.0,1Story,BrkFace,None,CBlock,Attchd,187000
8,4,4,5,1317.0,5,1217,2385,3.5,4,7,4,4.0,3,3.0,2Story,VinylSd,BrkFace,PConc,Attchd,350000
5,34,3,4,896.0,3,896,1792,3.0,3,8,0,26.0,1,2.0,2Story,VinylSd,None,CBlock,Detchd,133000
8,1,4,5,2418.0,5,2464,2464,3.5,5,9,5,1.0,3,3.0,1Story,VinylSd,Stone,PConc,Attchd,417500
7,2,4,4,1386.0,5,1569,1569,2.5,4,7,3,2.0,2,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,175900
9,0,5,5,1555.0,5,1680,1680,2.5,5,8,4,0.0,3,3.0,1Story,VinylSd,Stone,PConc,Attchd,323262
7,4,4,4,1337.0,5,1337,1337,3.0,4,6,0,4.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,185000
6,56,3,3,816.0,5,816,816,2.0,3,4,2,57.0,1,1.0,1Story,MetalSd,None,CBlock,Attchd,129800
7,5,4,4,1541.0,5,1541,1541,2.0,4,7,4,5.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,220000
4,14,3,3,884.0,5,989,1573,1.0,4,6,0,74.0,1,1.0,1.5Fin,AsbShng,None,BrkTil,Detchd,133000
4,13,3,3,832.0,3,832,1461,2.0,3,6,0,60.0,1,1.0,1.5Fin,MetalSd,None,CBlock,Detchd,133500
6,34,3,3,1958.0,3,2048,2048,3.0,3,9,0,34.0,1,2.0,1Story,Plywood,None,CBlock,2Types,170000
6,13,3,4,903.0,4,910,1642,2.5,3,7,3,14.0,2,2.0,2Story,HdBoard,None,PConc,Attchd,168000
6,16,3,2,738.0,5,868,1470,1.5,3,6,0,40.0,1,2.0,2Story,Wd Sdng,None,CBlock,Detchd,140750
6,4,3,4,938.0,5,957,2299,3.5,3,7,3,8.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,204000
7,9,4,4,884.0,5,884,2035,2.5,4,8,4,9.0,3,2.0,2Story,VinylSd,BrkFace,PConc,BuiltIn,222500
5,44,3,3,925.0,3,999,999,2.0,3,6,0,44.0,1,1.0,SFoyer,MetalSd,None,CBlock,Attchd,134500
8,3,4,4,1378.0,5,1378,1378,3.0,4,6,4,3.0,3,2.0,1Story,MetalSd,None,PConc,Attchd,214000
5,56,3,4,793.0,3,793,1118,2.0,3,5,4,67.0,1,2.0,1.5Fin,MetalSd,None,CBlock,Detchd,119900
5,5,3,3,1010.0,5,1134,1134,1.0,3,6,0,47.0,2,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,135000
6,8,3,3,833.0,4,1053,1848,1.5,4,8,4,86.0,1,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,207000
6,58,3,3,1181.0,2,1390,1694,2.0,3,7,4,83.0,1,2.0,1.5Fin,MetalSd,None,PConc,Detchd,136500
4,8,3,3,901.0,5,901,901,1.0,3,4,0,54.0,1,1.0,1Story,MetalSd,None,CBlock,Detchd,107900
6,57,3,3,861.0,4,861,1409,2.5,3,6,4,39.0,1,2.0,1.5Fin,VinylSd,None,BrkTil,Detchd,126000
6,50,3,3,1080.0,2,1656,1656,2.0,3,7,4,50.0,3,2.0,1Story,BrkFace,Stone,CBlock,Attchd,215000
10,0,5,5,1682.0,5,1742,2332,3.5,5,9,5,0.0,3,3.0,2Story,VinylSd,Stone,PConc,BuiltIn,426000
5,2,4,3,1113.0,4,1113,1113,1.0,4,5,4,59.0,1,1.0,1Story,MetalSd,None,CBlock,Attchd,147000
6,9,4,3,816.0,5,1232,1232,1.0,4,6,4,93.0,1,2.0,1Story,Stucco,None,BrkTil,Detchd,147500
9,1,5,5,1950.0,5,1950,1950,3.0,5,7,4,1.0,3,3.0,1Story,VinylSd,BrkFace,PConc,Attchd,383000
7,18,3,4,1845.0,4,1872,1872,2.5,3,6,3,18.0,3,2.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,241500
6,13,3,4,676.0,5,676,1264,1.0,3,6,0,14.0,1,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,147500
8,3,4,5,1168.0,5,1168,2500,3.5,5,9,4,3.0,3,3.0,2Story,VinylSd,Stone,PConc,BuiltIn,355000
2,59,3,0,0.0,2,612,612,1.0,3,4,0,44.0,1,1.0,1Story,MetalSd,None,BrkTil,Detchd,45000
7,60,3,3,1032.0,5,1207,2403,2.0,3,10,3,70.0,1,1.0,2Story,MetalSd,None,CBlock,Attchd,244400
6,56,3,3,1416.0,3,1644,1644,2.0,3,7,4,56.0,3,2.0,1Story,HdBoard,Stone,CBlock,Attchd,167000
7,5,4,4,860.0,5,860,1729,2.5,4,7,0,5.0,3,2.0,2Story,VinylSd,BrkFace,PConc,Attchd,200000
5,56,3,3,830.0,4,879,879,1.0,3,4,0,70.0,1,1.0,1Story,Wd Sdng,None,BrkTil,Detchd,80000
5,16,3,3,864.0,3,864,864,2.0,3,5,0,49.0,1,2.0,1Story,WdShing,None,CBlock,Detchd,115000
6,52,3,4,1196.0,4,1196,1196,2.0,3,6,4,52.0,2,1.0,1Story,Wd Sdng,BrkFace,CBlock,Attchd,139000
6,28,3,3,672.0,3,672,1400,1.5,3,6,3,28.0,3,2.0,2Story,HdBoard,BrkFace,CBlock,Attchd,149500
4,59,3,3,755.0,3,755,1510,2.0,3,7,4,69.0,1,1.0,2Story,MetalSd,None,CBlock,Detchd,108000
7,1,4,4,1240.0,5,1240,1240,2.0,4,5,0,1.0,2,3.0,1Story,VinylSd,None,PConc,Attchd,194000
5,44,3,3,988.0,5,988,988,2.0,3,6,0,29.0,1,2.0,1Story,Wd Sdng,BrkFace,CBlock,Detchd,129500
5,39,3,3,1560.0,3,1560,1560,2.0,3,8,0,39.0,1,3.0,1Story,MetalSd,None,CBlock,Detchd,126000
5,59,3,2,1078.0,3,1368,1368,2.0,3,6,0,59.0,2,1.0,1Story,MetalSd,None,CBlock,Attchd,120000
7,5,4,4,1473.0,5,1484,1484,3.0,4,7,0,6.0,2,2.0,1Story,VinylSd,BrkFace,PConc,Attchd,213000
8,26,4,4,1226.0,3,1226,1226,2.0,4,4,2,26.0,3,2.0,1Story,Wd Sdng,None,CBlock,Attchd,190000
6,12,3,4,1160.0,4,1169,1169,2.5,3,6,3,13.0,3,2.0,1Story,HdBoard,BrkFace,PConc,Attchd,183500
7,8,3,3,725.0,3,1035,1651,2.5,3,6,3,44.0,1,1.0,SLvl,Plywood,BrkFace,CBlock,BuiltIn,172000
4,51,3,3,816.0,5,816,816,2.0,3,3,4,51.0,1,1.0,1Story,MetalSd,None,CBlock,Detchd,100000
7,1,4,4,1564.0,5,1564,1564,2.0,4,6,0,1.0,2,3.0,1Story,VinylSd,Stone,PConc,Attchd,218836
6,8,3,2,482.0,5,1221,1912,2.0,3,7,3,5.0,1,2.0,1.5Fin,Wd Sdng,None,BrkTil,Detchd,163000
7,1,4,4,1510.0,5,1525,1525,2.5,4,6,4,1.0,2,2.0,1Story,VinylSd,None,PConc,Attchd,206580
6,0,4,4,728.0,5,728,1456,2.5,4,8,4,1.0,3,2.0,2Story,VinylSd,None,PConc,Attchd,163990
5,2,2,2,396.0,4,665,1330,1.0,3,7,0,5.0,1,1.0,2Story,AsbShng,None,BrkTil,Detchd,116500
7,5,4,4,840.0,5,840,1720,2.5,4,7,4,6.0,3,2.0,2Story,VinylSd,None,PConc,BuiltIn,188000
5,41,3,3,793.0,5,1280,1280,2.5,3,6,3,41.0,3,2.0,SFoyer,HdBoard,BrkFace,CBlock,Basment,175000
